                 cnd  |                root  |      Central Neutron Detector  |                       0*cm 0*cm (-2.185+2.714)*cm  |                                   0 0 0  | 33bb99   |                Tube  |                   28.95*cm 38.56*cm 39.578*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_18  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 18  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 135*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    18   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_19  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 19  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 135*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    19   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_20  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 20  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 150*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    20   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_21  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 21  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 150*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    21   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_22  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 22  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 165*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    22   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_23  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 23  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 165*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    23   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_24  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 24  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 180*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    24   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_25  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 25  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 180*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    25   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_26  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 26  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 195*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    26   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_27  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 27  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 195*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    27   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_28  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 28  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 210*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    28   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_29  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 29  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 210*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    29   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_30  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 30  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 225*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    30   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_31  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 31  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 225*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    31   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_32  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 32  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 240*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    32   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_33  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 33  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 240*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    33   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_34  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 34  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 255*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    34   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_35  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 35  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 255*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    35   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_36  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 36  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 270*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    36   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_37  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 37  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 270*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    37   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_38  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 38  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 285*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    38   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_39  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 39  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 285*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    39   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_40  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 40  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 300*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    40   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_41  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 41  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 300*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    41   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_42  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 42  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 315*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    42   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_43  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 43  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 315*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    43   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_44  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 44  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 330*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    44   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
